emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,gesture
4,100,50,9,1,1,41,28,2
8,100,5,1,8,1,16,5,2
3,100,64,15,9,3,5,7,2
12,17,46,4,3,1,100,73,2
9,100,17,4,2,1,0,39,2
13,36,21,5,3,11,100,11,2
1,100,1,1,1,1,66,51,2
7,68,10,4,4,6,100,22,2
21,78,0,25,6,9,100,75,2
1,100,11,3,5,3,52,49,2
13,62,64,59,5,0,100,10,2
39,73,68,10,13,15,13,100,2
15,42,18,9,0,10,100,33,2
6,100,16,4,0,1,1,33,2
0,100,18,15,6,3,3,30,2
43,100,69,2,5,0,100,7,2
12,100,16,9,5,1,61,18,2
6,90,69,0,0,9,36,100,2
1,49,33,15,3,3,47,100,2
25,41,65,41,9,6,100,37,2
7,44,48,25,1,0,1,100,2
1,100,5,5,0,1,7,94,2
0,71,48,12,0,5,100,51,2
5,100,14,7,4,1,2,69,2
16,58,71,7,8,5,1,100,2
5,23,55,17,7,1,100,0,2
3,100,22,23,13,6,1,23,2
32,72,100,37,18,1,75,3,2
36,57,36,18,10,5,13,100,2
23,47,100,3,9,3,47,56,2
17,100,8,2,0,10,48,65,2
20,7,7,0,2,0,7,100,2
1,50,23,5,9,7,17,100,2
3,66,22,1,0,11,100,73,2
32,100,20,10,0,5,24,48,2
15,47,89,36,2,2,100,65,2
21,84,100,39,0,10,50,13,2
18,100,50,18,3,8,29,19,2
16,81,100,22,6,10,29,22,2
0,82,9,1,11,1,9,100,2
7,100,5,9,11,4,29,50,2
10,67,25,16,8,8,39,100,2
1,71,15,0,3,1,20,100,2
17,4,13,1,7,9,100,48,2
5,72,20,10,1,5,1,100,2
6,76,10,0,6,3,61,100,2
20,100,47,11,5,8,23,8,2
0,63,19,21,1,0,25,100,2
33,86,53,16,3,3,66,100,2
6,100,11,26,17,8,26,35,2
6,20,2,2,8,14,100,83,2
16,100,11,3,2,2,19,22,2
17,100,14,52,79,17,67,0,2
22,66,64,3,0,5,100,23,2
13,36,63,30,2,19,19,100,2
20,67,17,10,5,0,45,100,2
27,86,100,65,9,12,62,19,2
19,46,63,18,0,1,12,100,2
7,100,28,19,12,14,3,92,2
9,6,32,2,11,0,100,95,2
1,100,20,0,4,7,61,55,2
6,100,3,4,0,0,6,83,2
5,100,23,8,3,0,33,8,2
31,100,22,22,6,2,84,61,2
35,60,82,25,10,21,100,64,2
2,100,57,14,0,4,65,53,2
53,12,51,0,2,100,34,14,3
31,73,100,25,12,19,0,100,3
3,0,71,27,19,53,11,100,3
20,25,94,89,51,1,97,100,3
13,33,35,17,12,75,51,100,3
46,50,100,40,2,9,3,76,3
23,100,39,57,1,15,1,15,3
29,51,100,64,27,12,3,82,3
26,100,34,21,9,8,9,93,3
17,13,100,45,12,18,1,10,3
37,100,84,47,7,5,7,63,3
17,85,0,20,33,37,0,100,3
13,27,83,70,13,8,100,78,3
62,100,78,51,35,2,1,81,3
44,39,25,4,0,57,17,100,3
0,51,62,100,37,17,8,12,3
28,100,96,25,16,1,1,54,3
43,100,89,69,25,15,5,15,3
5,42,100,61,27,3,23,23,3
24,14,12,18,7,22,23,100,3
16,100,44,6,8,11,23,24,3
5,64,100,11,2,35,1,10,3
2,100,66,53,2,8,16,100,3
3,71,100,23,3,11,0,44,3
23,43,100,18,1,0,0,26,3
40,9,100,43,2,6,11,38,3
12,65,25,2,4,3,3,100,3
9,100,56,39,13,0,0,62,3
52,4,5,30,13,5,12,100,3
16,100,40,14,22,12,13,59,3
12,17,100,17,27,0,10,57,3
48,100,41,17,12,36,29,27,3
11,100,23,11,57,1,7,25,3
17,87,27,100,55,27,20,47,3
2,97,10,100,54,2,4,2,3
15,63,49,29,14,2,1,100,3
27,64,75,100,25,5,3,27,3
11,100,8,7,8,14,3,6,3
5,19,28,24,4,6,16,100,3
9,100,55,32,23,1,1,9,3
5,100,67,50,32,8,5,52,3
0,100,35,35,3,0,0,8,3
6,100,34,40,16,0,1,9,3
15,50,41,13,4,5,2,100,3
0,68,100,0,0,16,6,6,3
7,100,69,48,10,10,0,20,3
65,60,100,17,9,29,14,19,3
20,45,100,58,16,9,15,7,3
17,0,100,14,2,1,9,62,3
12,100,66,35,12,3,10,5,3
12,100,82,20,6,6,8,32,3
1,100,83,54,11,17,8,12,3
4,39,100,91,51,10,2,10,3
38,9,100,15,20,29,25,43,3
38,100,47,19,14,0,23,71,3
85,100,67,25,15,0,10,37,3
26,49,64,100,45,11,9,5,3
3,100,16,17,6,1,2,1,3
4,100,1,7,0,1,2,27,3
3,100,1,89,24,5,0,19,3
20,100,2,20,7,2,1,2,3
20,1,18,100,43,1,0,11,3
30,23,100,94,12,12,12,17,3
7,97,100,2,4,1,1,2,3
5,85,100,4,1,4,11,79,3
10,100,18,31,5,3,4,88,3
1,14,100,41,4,0,1,49,3
56,34,96,100,9,15,15,43,3
6,68,100,14,18,3,1,1,3
4,100,26,12,2,5,0,19,3
12,34,100,43,0,1,5,18,3
37,100,80,57,20,13,8,8,3
27,83,54,100,40,2,2,8,3
29,100,18,18,7,7,10,16,3
1,63,100,18,4,5,0,0,3
0,10,100,38,22,8,0,0,3
50,100,40,50,5,0,5,17,3
72,84,100,21,9,9,9,21,3
17,92,30,100,15,5,7,2,3
15,100,5,5,9,0,0,2,3
36,52,100,87,31,18,20,29,3
8,29,100,50,16,0,5,1,3
12,10,100,23,12,3,2,3,3
47,100,39,43,25,8,6,60,3
5,54,100,18,2,4,0,18,3
20,53,100,91,46,10,4,10,3
28,47,100,37,9,0,0,9,3
37,100,21,45,9,11,9,11,3
0,100,38,35,8,1,0,1,3
49,100,92,26,8,10,17,11,3
15,15,50,100,37,18,3,10,3
7,100,54,55,29,7,1,0,3
8,100,65,29,25,10,27,1,3
37,100,74,18,29,1,1,12,3
12,53,100,39,6,4,0,56,3
4,100,50,5,4,5,3,11,3
0,65,100,61,22,4,16,18,3
68,20,100,68,28,16,24,92,3
33,100,45,18,3,3,5,23,3
29,100,70,39,17,8,6,46,3
11,24,100,44,20,5,3,7,3
0,20,100,57,28,4,0,1,3
0,38,100,49,14,5,0,4,3
48,100,79,10,0,0,2,14,3
0,63,100,34,13,10,2,26,3
22,100,14,3,19,9,12,57,3
22,100,61,77,17,8,14,1,3
15,100,15,8,4,0,3,46,3
32,100,7,0,10,6,8,18,3
5,77,100,44,3,1,0,15,3
74,100,36,5,1,5,9,61,3
100,89,72,40,45,35,27,2,3
45,100,39,23,2,2,26,45,3
18,100,95,30,7,3,26,25,3
24,100,28,79,1,9,9,13,3
2,26,100,65,21,5,5,5,3
0,100,43,10,0,10,1,3,3
16,75,11,21,0,0,9,100,3
17,100,29,5,4,1,2,29,3
94,84,100,93,26,12,1,82,3
33,100,40,33,9,15,7,1,3
8,100,30,14,3,1,0,17,3
14,50,82,85,100,14,3,39,3
23,47,61,1,1,1,9,100,3
1,100,9,14,0,15,25,36,3
7,1,4,28,29,16,19,100,3
22,78,70,31,35,12,8,100,3
0,88,100,22,30,16,8,25,3
41,100,16,26,0,1,23,71,3
2,10,75,100,72,15,2,2,3
15,45,41,1,0,20,2,100,3
6,100,20,25,31,17,16,87,3
48,100,4,10,9,3,4,28,3
82,100,17,44,6,2,12,44,3
10,67,100,77,20,0,0,47,3
39,73,100,39,5,13,5,34,3
13,83,88,100,0,0,2,55,3
17,52,0,0,0,1,8,100,3
25,100,44,50,0,0,13,52,3
14,100,18,34,8,0,2,0,3
31,100,83,4,0,13,1,13,3
15,6,10,3,11,60,14,100,3
34,90,100,29,7,95,12,89,3
7,54,17,22,0,18,47,100,3
1,41,100,40,32,0,0,13,3
11,20,60,30,13,10,18,100,3
46,100,63,7,12,1,15,33,3
15,100,16,35,7,9,13,93,3
42,38,100,52,7,78,19,21,3
13,100,96,34,5,6,5,15,3
2,71,100,6,24,0,2,12,3
22,100,2,37,6,5,12,4,3
5,100,75,5,20,4,1,2,3
25,85,100,56,32,0,4,40,3
12,39,100,21,8,3,5,7,3
0,23,100,5,7,3,1,2,3
20,100,24,8,0,0,3,9,3
23,4,100,12,23,6,5,4,3
27,54,90,100,78,21,9,6,3
4,33,100,7,0,0,1,0,3
43,82,17,41,2,2,9,100,3
33,35,82,100,12,7,7,15,3
1,100,39,13,8,5,5,4,3
23,100,34,23,3,8,13,40,3
5,27,100,76,23,2,39,54,3
66,100,76,65,29,18,16,4,3
14,42,100,35,7,2,12,87,3
2,40,37,22,12,18,8,100,3
17,100,12,65,31,10,2,21,3
16,6,100,33,1,2,3,15,3
12,94,21,6,6,13,12,100,3
1,100,58,15,1,1,6,61,3
100,56,82,41,10,0,5,79,3
82,100,7,49,21,23,1,21,3
35,100,33,41,12,10,27,24,3
6,100,15,17,0,18,12,96,3
20,30,100,82,22,8,1,11,3
32,89,100,89,0,13,0,37,3
0,30,50,7,0,26,17,100,3
11,100,36,92,36,28,5,28,3
32,100,14,8,4,6,18,51,3
23,100,71,21,4,14,2,63,3
32,100,61,23,7,9,7,18,3
15,17,100,4,9,1,3,75,3
44,100,94,2,0,0,19,72,3
12,100,10,20,52,0,0,46,3
28,13,100,27,4,2,8,9,3
47,83,100,28,7,0,0,26,3
15,74,100,93,9,3,7,19,3
8,80,100,20,6,0,3,10,3
25,100,81,0,2,2,12,88,3
9,100,33,52,7,23,37,25,3
2,3,17,7,0,8,8,100,3
5,51,45,51,18,13,100,64,3
13,100,0,34,5,0,0,13,3
7,18,100,60,15,2,0,11,3
36,86,33,100,41,8,8,8,3
22,100,75,70,35,8,4,60,3
36,84,63,100,69,19,6,34,3
45,100,52,92,27,13,27,95,3
1,100,68,45,13,1,2,1,3
1,11,100,37,16,1,0,8,3
30,13,80,66,36,3,23,100,3
34,93,100,20,18,6,2,81,3
18,68,56,37,28,18,18,100,3
52,86,62,14,0,16,12,100,3
17,100,7,8,24,2,6,1,3
21,10,100,9,12,1,12,34,3
14,100,62,22,8,0,0,0,3
10,22,100,35,10,3,10,35,3
29,35,100,29,9,9,0,23,3
20,72,100,44,58,6,13,31,3
8,50,57,52,0,1,2,100,3
21,14,100,40,4,0,1,4,3
29,36,100,70,21,6,15,73,3
44,2,8,16,2,0,10,100,3
42,8,85,100,5,11,14,31,3
11,100,62,37,20,0,6,58,3
13,37,100,41,26,12,12,25,3
24,70,100,56,7,17,24,14,3
1,90,100,30,4,1,0,69,3
22,100,63,22,10,1,4,9,3
5,76,100,67,36,13,7,27,3
16,67,100,27,11,4,4,30,3
1,100,20,46,16,4,7,46,3
16,42,100,24,10,1,0,77,3
20,100,24,20,0,0,1,8,3
4,5,44,1,0,1,7,100,3
12,84,100,21,0,2,10,56,3
1,100,3,9,0,1,5,5,3
3,100,62,14,0,2,0,0,3
10,58,70,100,38,8,3,15,3
12,34,14,7,3,0,3,100,3
17,91,33,1,1,0,1,100,3
3,7,29,26,10,4,8,100,3
17,100,94,34,10,5,28,50,3
38,100,26,1,5,14,8,40,3
14,100,41,34,19,9,41,85,3
5,56,73,39,9,4,2,100,3
28,100,21,28,3,1,1,42,3
39,100,4,82,15,10,6,82,3
1,8,100,4,5,1,3,2,3
4,55,1,7,0,1,9,100,3
35,74,74,100,32,9,6,9,3
18,100,56,30,8,5,15,40,3
21,100,23,2,1,2,1,52,3
17,100,1,48,3,1,5,61,3
16,12,23,2,3,1,4,100,3
16,77,22,3,1,0,0,100,3
9,92,100,19,4,1,0,63,3
41,100,52,6,12,4,12,28,3
11,53,63,56,15,3,25,100,3
28,36,100,10,18,18,23,55,3
5,26,82,35,8,0,0,100,3
13,1,100,12,0,1,1,32,3
6,76,8,60,15,1,13,100,3
12,22,100,12,8,1,2,0,3
11,28,51,51,19,1,0,100,3
5,41,28,51,15,10,25,100,3
0,25,100,9,1,1,0,28,3
3,36,100,4,3,0,0,20,3
9,96,83,37,10,0,10,100,3
13,100,29,0,2,2,3,58,3
3,66,0,43,3,2,11,100,3
0,5,100,25,5,10,15,41,3
10,100,38,34,29,5,5,85,3
3,99,46,11,0,0,0,100,3
4,25,21,4,1,0,12,100,3
36,100,63,89,32,6,0,1,3
13,100,16,45,16,11,15,60,3
14,100,1,48,13,4,1,0,3
1,67,100,34,7,1,0,16,3
5,100,50,17,1,0,3,24,3
8,100,58,82,15,2,2,30,3
15,82,100,17,6,2,13,77,3
6,57,100,24,15,8,15,35,3
25,100,72,22,0,1,7,4,3
0,27,100,8,0,1,3,75,3
42,63,8,14,21,10,17,100,3
42,100,68,68,32,9,9,79,3
8,61,100,19,9,2,6,24,3
37,51,9,29,11,5,8,100,3
16,100,96,14,12,3,1,34,3
1,62,100,50,9,2,0,21,3
0,53,100,1,3,3,3,14,3
14,40,31,9,0,2,4,100,3
4,15,100,8,1,3,1,36,3
37,26,40,16,29,8,6,100,3
38,14,100,14,20,5,0,16,3
10,64,87,100,25,2,2,5,3
6,100,51,45,3,10,9,81,3
26,100,83,73,18,8,20,16,3
0,11,39,100,33,7,1,84,3
46,64,89,100,25,3,10,46,3
4,12,0,62,23,8,1,100,3
5,25,4,1,2,0,5,100,3
7,36,100,22,7,3,0,25,3
17,2,100,57,25,14,14,77,3
0,31,100,5,1,0,5,9,3
14,53,77,1,1,1,1,100,3
9,12,69,16,1,1,10,100,3
19,100,44,43,14,7,0,5,3
3,81,100,45,26,9,6,4,3
16,79,100,18,6,4,11,23,3
18,78,100,22,0,2,0,65,3
16,62,100,95,20,0,4,0,3
4,84,100,8,8,6,1,12,3
30,80,33,18,1,0,18,100,3
1,4,2,38,5,0,5,100,3
4,100,36,5,4,1,0,12,3
17,55,42,70,21,6,4,100,3
13,50,100,44,7,3,7,23,3
0,11,100,2,0,5,6,9,3
22,17,46,69,34,13,8,100,3
4,82,100,58,26,14,4,0,3
12,17,100,12,34,9,12,60,3
9,100,85,2,13,1,1,57,3
4,79,100,11,11,1,1,12,3
1,1,100,23,1,1,1,1,3
2,15,100,1,2,1,0,2,3
11,10,100,41,1,0,2,0,3
4,30,100,26,5,1,1,89,3
3,3,100,20,4,2,4,17,3
0,100,31,20,15,1,20,51,3
4,55,100,39,1,0,2,36,3
17,100,44,46,1,5,3,10,3
6,61,100,10,6,3,1,1,3
5,14,2,13,5,1,6,100,3
10,100,14,13,4,0,3,10,3
3,100,30,91,28,5,5,3,3
9,33,100,32,0,0,0,4,3
3,100,76,27,0,0,3,3,3
12,53,100,3,12,8,10,46,3
6,0,100,1,3,1,1,4,3
0,31,100,14,4,7,2,15,3
14,100,64,43,2,2,2,16,3
8,22,100,10,2,1,4,2,3
13,65,100,28,5,0,2,65,3
9,69,100,35,11,0,2,40,3
1,21,100,18,5,0,5,56,3
4,6,100,7,11,0,0,7,3
3,54,100,14,9,1,1,12,3
15,100,84,35,30,5,5,0,3
0,53,100,3,7,3,0,16,3
4,26,1,35,17,7,4,100,3
14,100,69,17,3,0,0,20,3
7,71,100,14,28,5,7,1,3
9,22,100,50,12,3,3,14,3
6,100,14,18,1,2,1,6,3
0,10,100,6,20,8,2,7,3
7,100,57,69,13,7,1,11,3
1,17,100,27,3,3,0,100,3
1,23,100,11,12,0,0,23,3
1,28,100,18,6,1,0,12,3
18,29,84,18,6,0,2,100,3
37,37,100,40,10,7,20,5,3
11,56,100,30,18,2,2,6,3
4,66,100,9,2,0,1,28,3
5,20,100,21,17,5,5,25,3
1,0,100,37,18,0,1,22,3
0,100,70,50,13,3,1,41,3
40,100,33,90,4,0,19,11,3
0,74,100,42,12,1,9,59,3
4,100,52,23,41,2,13,54,3
17,100,100,2,2,2,4,47,3
22,100,88,17,31,2,4,0,3
24,100,34,65,15,3,12,92,3
18,75,100,14,8,0,0,9,3
1,20,100,23,21,0,0,95,3
9,28,100,63,3,1,1,25,3
16,100,97,0,21,10,16,21,3
16,13,100,35,10,8,6,42,3
27,100,86,26,9,6,10,0,3
42,100,76,16,21,3,10,37,3
13,56,100,61,6,6,2,2,3
13,0,19,3,0,1,1,100,3
10,44,100,21,2,2,0,34,3
11,100,11,30,7,1,1,58,3
16,41,100,43,2,1,2,49,3
22,70,48,16,29,3,35,100,3
0,9,100,2,3,0,0,72,3
1,21,100,5,1,1,4,52,3
16,22,100,16,30,13,5,100,3
10,6,38,17,0,2,4,100,3
16,100,47,3,0,3,7,6,3
24,66,41,11,22,16,15,100,3
5,36,100,40,7,6,7,30,3
22,100,7,13,1,3,8,93,3
42,100,77,61,32,15,22,25,3
36,100,73,50,23,2,5,73,3
9,50,100,52,10,0,1,9,3
23,2,88,100,14,2,8,67,3
25,0,100,23,9,4,9,84,3
27,72,100,16,9,4,4,2,3
6,30,100,7,0,0,4,1,3
16,77,54,90,6,6,0,100,3
6,1,100,62,22,3,7,46,3
1,23,100,13,17,5,3,28,3
16,2,100,42,10,1,13,54,3
38,30,100,19,25,11,5,72,3
32,72,43,45,24,10,21,100,3
33,100,33,45,22,7,18,33,3
0,21,100,21,0,1,1,31,3
5,100,48,29,1,1,2,8,3
7,100,42,22,25,7,1,16,3
1,9,100,53,11,1,3,2,3
17,68,100,75,44,20,31,79,3
5,6,100,7,11,3,1,73,3
2,63,100,11,5,0,0,7,3
26,83,26,2,16,10,34,100,3
23,0,50,100,7,0,10,52,3
2,85,100,42,19,2,4,10,3
24,70,70,100,67,13,18,2,3
41,38,100,88,26,11,11,29,3
0,49,100,8,0,0,0,0,3
24,100,13,28,1,0,1,72,3
19,100,77,29,70,22,25,29,3
30,26,57,23,2,0,7,100,3
20,100,31,13,6,1,1,29,3
24,41,39,0,1,5,6,100,3
6,13,100,22,0,4,0,25,3
16,100,2,28,2,0,1,40,3
10,100,76,36,7,5,1,38,3
4,79,100,24,6,2,2,16,3
13,100,34,4,5,2,15,55,3
42,100,78,72,27,1,0,43,3
3,100,41,5,62,11,5,17,3
7,48,100,49,22,7,4,9,3
6,68,52,15,9,13,20,100,3
20,100,17,17,17,5,2,3,3
6,59,100,15,3,1,1,27,3
82,75,100,7,35,17,25,78,3
8,73,100,35,23,11,2,94,3
8,46,71,16,5,8,13,100,3
17,100,33,1,0,0,2,12,3
31,100,9,26,11,4,4,34,3
17,25,25,7,0,0,5,100,3
3,100,41,16,0,1,3,40,3
18,100,38,20,4,4,3,41,3
8,100,32,2,2,0,5,48,3
17,100,32,13,0,2,5,54,3
9,100,4,16,6,0,1,35,3
0,100,28,1,1,1,0,26,3
14,100,1,4,12,3,8,32,3
20,100,17,35,12,0,32,80,3
10,96,100,1,3,1,1,10,3
0,100,15,8,7,2,2,64,3
13,53,51,23,6,2,11,100,3
1,63,4,5,1,0,5,100,3
11,100,45,34,8,7,5,21,3
35,100,2,9,7,2,21,61,3
1,100,28,2,1,2,1,16,3
13,100,97,15,15,15,18,5,3
7,100,38,5,1,0,0,16,3
32,100,30,25,2,2,6,100,3
16,100,9,1,2,3,5,2,3
81,83,27,2,5,18,35,100,3
55,100,58,24,12,2,6,20,3
14,33,13,11,11,4,4,100,3
8,97,100,10,0,2,6,39,3
25,100,72,16,11,0,2,58,3
5,100,38,7,0,0,11,16,3
5,100,26,0,1,0,0,47,3
14,100,0,29,7,2,7,38,3
8,42,100,33,3,3,3,4,3
3,62,100,17,7,1,1,12,3
2,1,1,2,3,2,33,100,3
10,0,68,5,2,1,6,100,3
18,93,100,65,25,6,2,18,3
2,25,100,17,5,5,5,1,3
2,100,63,1,8,1,2,2,3
9,67,100,69,2,2,2,2,3
30,100,12,0,2,6,10,100,3
35,100,25,42,71,16,18,63,3
20,8,100,29,9,0,0,12,3
57,100,36,100,10,6,14,40,3
10,19,24,8,1,8,14,100,3
14,6,97,32,8,10,6,100,3
18,10,100,4,1,1,0,14,3
2,34,100,14,22,26,12,10,3
8,20,7,14,6,3,10,100,3
15,87,100,9,4,3,3,4,3
50,6,6,100,84,19,30,50,3
0,63,100,28,13,1,4,38,3
7,64,100,8,40,3,3,23,3
2,83,100,18,18,2,2,6,3
0,75,81,100,18,2,10,8,3
25,40,81,13,9,2,6,100,3
18,100,45,58,16,2,9,38,3
35,68,100,4,0,8,16,46,3
7,100,26,33,2,2,14,78,3
8,100,18,1,7,5,15,52,3
9,64,24,100,29,7,7,3,3
34,10,100,8,0,8,34,38,3
28,100,85,23,11,3,5,43,3
73,61,96,26,26,15,11,100,3
11,98,100,1,1,2,11,5,3
3,100,61,23,15,0,7,50,3
6,76,100,29,21,10,1,26,3
12,100,59,21,12,3,4,37,3
7,100,77,84,16,3,0,1,3
17,31,31,46,26,21,14,100,3
0,5,100,25,3,2,1,10,3
19,80,100,80,4,2,2,29,3
10,70,100,13,35,2,5,54,3
19,100,34,21,1,1,0,28,3
0,100,25,1,20,11,4,14,3
30,76,100,9,33,4,11,21,3
2,100,70,73,17,9,2,46,3
46,89,100,76,20,12,23,69,3
53,96,100,51,0,7,15,67,3
13,100,14,36,6,0,2,41,3
7,9,3,8,3,0,0,100,3
4,100,55,0,9,2,11,65,3
12,26,100,31,2,1,5,26,3
7,77,3,35,3,1,11,100,3
18,44,100,18,21,0,3,9,3
8,34,100,4,4,1,15,71,3
18,41,100,7,9,9,8,2,3
20,90,100,14,10,4,2,20,3
7,90,38,25,6,3,5,100,3
14,100,16,9,3,0,1,4,3
0,100,32,13,10,4,9,40,3
30,69,66,33,6,15,30,100,3
12,28,100,6,1,1,0,0,3
1,100,0,24,1,4,4,45,3
17,100,20,45,1,1,4,22,3
7,65,100,17,3,1,2,23,3
0,44,100,39,6,4,0,14,3
21,100,32,21,32,30,13,21,3
17,100,78,67,21,7,0,85,3
18,100,31,10,10,1,6,58,3
10,100,40,16,3,1,6,68,3
75,100,30,45,0,9,12,78,3
1,1,100,30,11,0,0,4,3
13,24,61,11,4,2,9,100,3
18,100,93,84,56,12,18,65,3
11,21,0,0,5,2,5,100,3
22,57,100,18,6,2,2,36,3
2,16,100,4,10,2,12,68,3
7,100,92,14,4,2,7,47,3
3,100,87,66,3,6,12,54,3
9,21,18,10,0,1,6,100,3
25,100,13,41,0,1,9,13,3
10,49,84,1,5,0,0,100,3
1,87,5,25,5,1,1,100,3
13,63,100,34,13,5,2,5,3
1,73,100,7,5,0,5,0,3
19,36,100,7,3,5,13,19,3
1,39,42,5,0,2,7,100,3
1,33,18,11,10,6,15,100,3
4,27,100,20,6,4,0,2,3
37,100,53,0,5,0,1,51,3
4,100,72,8,2,0,1,53,3
9,100,86,5,0,1,1,25,3
22,100,72,31,4,6,2,2,3
6,50,100,0,0,0,2,10,3
5,100,89,37,0,2,5,62,3
17,100,11,0,0,0,0,54,3
1,100,61,23,6,0,0,25,3
14,77,100,4,4,0,7,0,3
23,48,100,79,53,2,0,15,3
0,56,10,18,5,4,16,100,3
13,76,100,17,1,0,2,23,3
0,1,100,2,3,0,0,10,3
18,98,100,31,13,5,8,1,3
7,44,100,16,6,1,1,0,3
25,100,17,17,9,1,0,75,3
37,81,100,24,5,5,7,5,3
27,100,38,0,14,4,1,19,3
27,100,80,35,15,2,2,5,3
17,100,17,1,14,6,14,26,3
2,94,100,73,5,0,0,2,3
6,100,17,0,1,5,18,55,3
10,100,11,8,2,1,1,3,3
3,100,62,5,16,5,3,2,3
5,94,100,27,5,2,2,40,3
10,100,58,12,9,1,2,0,3
17,100,23,31,11,1,0,23,3
6,100,84,11,0,4,13,24,3
8,100,2,6,2,1,1,0,3
11,100,3,11,9,2,3,3,3
7,51,100,12,2,0,12,70,3
29,35,35,64,16,0,0,100,3
0,63,100,11,0,4,2,48,3
13,3,100,23,26,2,3,35,3
14,19,100,3,16,1,8,37,3
7,88,100,8,0,1,8,83,3
14,100,33,5,13,8,5,12,3
17,74,100,12,7,10,19,25,3
6,100,1,14,5,5,0,14,3
8,95,95,31,18,1,6,100,3
10,62,72,81,2,13,43,100,3
17,100,90,37,24,1,2,23,3
13,100,92,26,5,7,21,76,3
5,73,23,23,11,5,34,100,3
17,100,73,1,0,0,5,8,3
8,74,74,46,2,0,4,100,3
1,100,19,13,5,2,1,4,3
13,100,50,45,18,0,18,38,3
7,20,21,21,1,1,14,100,3
28,100,46,38,13,2,0,4,3
11,62,100,11,2,2,6,31,3
8,78,100,42,10,3,1,1,3
7,45,100,18,11,2,2,8,3
10,52,100,17,27,0,2,55,3
11,100,42,0,3,0,0,56,3
17,86,100,9,5,0,24,41,3
13,25,100,22,0,0,1,84,3
31,31,100,0,37,28,34,96,3
55,100,96,59,23,7,17,30,3
35,67,67,67,0,23,47,100,3
13,100,86,25,7,6,3,22,3
22,64,100,33,17,8,8,14,3
3,44,100,4,0,1,4,26,3
16,100,74,1,3,0,0,20,3
6,51,100,16,8,4,16,8,3
27,8,75,100,24,8,4,27,3
9,95,5,34,2,2,11,100,3
4,100,78,68,4,7,2,53,3
25,100,65,25,6,8,17,0,3
5,12,100,6,1,2,1,32,3
6,4,56,100,34,22,16,50,3
11,100,63,40,9,0,0,11,3
7,20,100,25,4,1,4,11,3
0,50,3,2,4,4,16,100,3
28,68,24,100,34,9,16,63,3
1,100,32,48,17,0,1,26,3
0,39,100,30,3,3,2,9,3
1,65,100,10,12,9,7,11,3
6,29,100,21,12,5,5,9,3
7,22,9,24,20,5,5,100,3
17,100,71,67,53,32,25,0,3
3,48,100,96,6,10,48,34,3
15,100,26,0,1,15,1,96,3
16,24,84,33,35,1,11,100,3
4,86,45,100,34,8,2,0,3
24,10,2,100,26,8,12,32,3
31,100,91,66,25,0,4,8,3
15,49,100,12,27,1,3,16,3
23,20,100,53,12,1,8,47,3
2,25,34,100,42,8,5,68,3
16,55,100,23,4,0,3,56,3
8,8,100,3,5,2,0,34,3
3,17,100,11,6,0,2,22,3
0,82,100,36,7,0,3,90,3
6,4,13,3,4,0,1,100,3
1,15,100,7,7,4,4,30,3
16,100,90,50,10,13,33,30,3
14,16,100,33,18,4,1,0,3
0,10,82,48,22,8,1,100,3
11,3,100,16,18,5,15,33,3
7,50,47,14,7,5,6,100,3
13,52,100,3,4,1,2,18,3
13,100,42,7,2,4,6,1,3
48,100,88,85,37,22,33,14,3
5,37,100,2,7,2,4,1,3
13,42,100,41,8,4,11,29,3
9,32,89,50,12,3,17,100,3
27,100,93,74,22,10,13,98,3
24,72,51,100,31,13,34,27,3
14,72,100,4,3,4,6,46,3
10,43,13,30,19,8,4,100,3
35,91,100,29,8,3,8,91,3
37,100,0,2,0,4,15,68,3

